Temperature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
24.7,53.1,53.7,black,beans,127.8,68.2,47.8,No Fertilizer Needed
36.8,30.7,46.8,red,rice,120.0,59.8,60.0,DAP
23.3,69.7,25.7,clay,cotton,178.8,148.4,45.0,No Fertilizer Needed
32.1,43.3,43.6,red,beans,92.2,42.9,40.0,No Fertilizer Needed
38.3,56.1,57.0,alluvial,coffee,100.0,102.3,44.0,Urea
34.8,55.1,46.4,sandy,maize,80.0,33.4,40.0,Urea
25.2,32.1,47.3,alluvial,tomato,127.2,100.0,50.0,10-26-26
20.2,59.8,44.8,clay,grapes,139.4,80.0,41.8,No Fertilizer Needed
31.9,33.0,39.6,sandy,maize,80.0,56.5,40.0,DAP
21.2,25.7,46.2,alluvial,tomato,100.0,100.0,50.0,Urea
32.7,29.3,12.7,alluvial,tomato,114.3,100.0,50.0,10-26-26
16.8,33.2,54.2,black,mango,67.6,157.2,30.0,No Fertilizer Needed
24.7,60.5,27.4,clay,groundnut,149.6,123.5,41.2,No Fertilizer Needed
38.5,61.0,17.8,clay,potato,139.8,101.3,65.7,No Fertilizer Needed
33.9,34.5,45.0,alluvial,beans,94.6,113.5,43.8,No Fertilizer Needed
33.2,38.1,33.4,red,maize,80.0,75.9,40.0,Urea
14.2,61.1,28.6,black,potato,120.0,100.0,60.0,10-26-26
20.8,83.1,17.9,alluvial,cotton,91.9,123.3,45.0,DAP
19.2,52.7,19.3,loamy,potato,120.0,100.0,60.0,Urea
23.0,48.0,51.7,alluvial,coffee,100.0,72.4,40.0,Urea
19.0,88.0,53.9,black,pigeon peas,129.1,131.4,51.3,No Fertilizer Needed
33.2,86.8,30.0,black,onion,90.0,187.5,40.0,Urea
38.3,33.9,58.6,alluvial,tea,120.0,80.0,40.0,DAP
19.3,73.6,50.1,clay,wheat,124.9,52.6,50.0,DAP
36.5,41.1,14.0,sandy,sugarcane,150.0,60.0,60.0,Urea
30.5,79.2,28.7,sandy,soybean,42.5,42.2,40.0,DAP
31.0,83.9,43.4,black,pigeon peas,136.3,166.0,44.0,No Fertilizer Needed
13.9,73.4,16.7,black,cotton,130.2,173.7,51.2,No Fertilizer Needed
21.8,25.0,34.4,red,onion,90.0,60.0,40.0,10-26-26
33.0,45.8,27.0,sandy,tea,120.0,80.0,40.0,Urea
16.9,55.0,12.2,alluvial,maize,80.0,76.6,40.0,DAP
14.5,41.8,43.8,black,potato,120.0,191.9,60.0,DAP
21.9,56.2,15.3,sandy,potato,120.0,100.0,60.0,DAP
34.1,20.9,26.0,black,beans,109.3,124.4,40.0,No Fertilizer Needed
38.8,48.1,48.6,alluvial,pearl millet,75.0,99.1,30.0,DAP
25.1,74.7,45.6,black,tea,137.6,80.0,53.9,No Fertilizer Needed
26.0,46.8,43.7,black,potato,120.0,189.1,60.0,Urea
15.9,76.9,46.4,loamy,coffee,100.0,60.0,40.0,DAP
23.8,23.5,40.0,black,cotton,90.0,154.1,45.0,DAP
18.0,40.5,30.9,red,rice,120.0,40.0,60.0,DAP
32.0,57.2,29.8,loamy,cotton,90.0,44.5,45.0,Urea
24.8,82.5,27.3,alluvial,sugarcane,150.0,124.7,60.0,Urea
23.8,25.4,28.6,red,sorghum,80.0,74.6,40.0,Urea
25.4,70.8,26.9,black,cotton,115.9,117.1,45.0,DAP
17.7,65.7,54.1,alluvial,potato,127.1,100.0,60.0,10-26-26
17.8,41.2,35.7,red,tomato,100.0,100.0,50.0,DAP
24.2,73.3,31.8,red,grapes,81.9,80.0,40.0,10-26-26
28.1,83.7,43.9,clay,pigeon peas,99.8,54.6,40.0,No Fertilizer Needed
13.9,38.7,40.0,alluvial,onion,140.7,61.9,40.0,No Fertilizer Needed
19.7,24.5,24.4,alluvial,rice,120.0,94.9,60.0,DAP
19.9,47.2,56.5,red,beans,32.3,54.9,40.0,DAP
23.9,72.0,20.5,sandy,chickpea,52.4,32.5,40.0,DAP
35.6,87.7,41.6,alluvial,wheat,100.2,60.7,50.0,DAP
19.1,72.6,32.6,loamy,sorghum,84.1,78.9,40.0,DAP
26.9,49.1,48.2,loamy,tea,120.0,90.8,40.0,DAP
37.6,29.2,40.4,black,soybean,138.2,92.5,40.0,No Fertilizer Needed
18.7,80.5,48.3,red,cotton,97.9,68.6,45.0,DAP
22.5,61.9,26.0,sandy,grapes,60.0,80.0,40.0,DAP
19.5,57.5,29.6,alluvial,beans,129.3,83.8,40.0,No Fertilizer Needed
37.7,32.4,24.4,sandy,chickpea,45.0,41.9,40.0,DAP
37.2,46.8,42.7,alluvial,potato,140.5,100.0,60.0,DAP
14.2,63.4,59.9,sandy,tea,120.0,80.0,40.0,Urea
17.5,59.9,33.6,red,mango,60.0,81.7,30.0,Urea
26.6,80.4,52.5,black,beans,65.9,181.1,40.0,No Fertilizer Needed
38.1,84.5,26.1,black,potato,120.0,100.0,60.0,Urea
17.4,62.2,59.5,black,chickpea,132.7,130.5,54.0,No Fertilizer Needed
35.1,81.0,55.4,red,cotton,90.0,40.0,45.0,Urea
30.3,80.7,59.8,alluvial,wheat,129.6,79.5,50.0,DAP
26.1,70.1,40.3,alluvial,groundnut,141.9,81.5,40.0,No Fertilizer Needed
34.3,78.0,46.3,loamy,wheat,100.0,104.6,50.0,Urea
23.2,75.1,15.2,alluvial,beans,128.1,94.2,41.3,No Fertilizer Needed
15.1,48.9,27.0,alluvial,cotton,134.5,60.9,45.0,No Fertilizer Needed
29.3,25.2,55.0,loamy,cotton,90.0,54.5,45.0,DAP
23.3,75.1,45.0,alluvial,banana,100.9,200.0,40.0,10-26-26
18.7,35.5,28.5,red,sugarcane,150.0,95.3,60.0,Urea
29.0,53.3,32.0,red,potato,120.0,100.0,60.0,Urea
18.8,46.9,41.8,red,sugarcane,150.0,60.0,60.0,Urea
17.8,70.5,47.3,clay,coffee,197.5,122.1,40.0,No Fertilizer Needed
29.3,61.1,35.1,loamy,potato,120.0,104.5,60.0,DAP
36.1,53.7,34.2,sandy,beans,38.1,40.0,40.0,10-26-26
16.2,30.5,40.4,loamy,soybean,107.6,49.8,40.0,No Fertilizer Needed
27.1,64.7,10.6,black,pearl millet,127.4,169.3,48.2,No Fertilizer Needed
16.1,66.5,29.9,alluvial,soybean,55.1,48.0,40.0,DAP
35.4,57.6,14.0,red,sweet potato,85.4,80.0,40.0,10-26-26
33.9,32.8,56.8,loamy,soybean,119.2,88.8,40.0,No Fertilizer Needed
39.4,38.6,23.9,clay,potato,163.3,155.7,60.0,No Fertilizer Needed
19.1,34.5,22.2,red,sugarcane,150.0,60.0,60.0,Urea
33.7,25.1,33.9,loamy,wheat,100.0,42.5,50.0,DAP
27.9,41.0,10.5,sandy,coffee,100.0,60.0,40.0,Urea
15.8,76.4,40.7,alluvial,chickpea,90.0,109.9,40.0,DAP
24.8,32.4,35.4,loamy,tea,120.0,80.0,42.5,Urea
20.2,67.4,35.2,sandy,sweet potato,60.0,80.0,40.0,DAP
10.2,82.5,35.5,black,potato,120.0,165.7,60.0,DAP
12.8,80.3,27.1,loamy,pigeon peas,103.8,49.5,40.0,No Fertilizer Needed
16.4,55.1,26.0,sandy,cotton,90.0,40.0,45.0,DAP
27.1,30.8,17.8,sandy,tea,120.0,80.0,40.0,Urea
14.7,87.0,59.1,alluvial,tea,120.0,112.2,42.4,Urea
38.0,53.0,52.8,sandy,groundnut,34.7,40.0,40.0,DAP
19.5,41.6,38.2,alluvial,grapes,119.9,126.6,40.0,DAP
20.6,76.4,58.7,black,wheat,129.5,158.1,50.0,DAP
31.5,40.6,28.7,alluvial,tomato,100.0,100.0,50.0,10-26-26
16.0,35.0,35.1,alluvial,sweet potato,129.0,80.0,40.0,10-26-26
24.4,70.5,33.5,alluvial,mango,140.2,101.3,30.0,No Fertilizer Needed
18.4,62.5,28.8,sandy,pearl millet,60.0,33.4,30.0,Urea
37.7,27.8,16.7,black,grapes,127.7,167.7,40.0,No Fertilizer Needed
36.2,61.3,38.7,sandy,onion,90.0,60.0,40.0,Urea
17.8,57.2,24.6,alluvial,sweet potato,60.0,80.0,41.8,10-26-26
37.2,51.2,54.2,loamy,mango,60.0,69.6,30.0,DAP
30.3,69.3,22.8,sandy,mango,60.0,40.0,30.0,DAP
21.9,54.0,12.4,black,onion,104.5,132.2,51.7,No Fertilizer Needed
23.1,22.2,35.2,red,rice,120.0,64.7,60.0,DAP
29.0,71.4,38.3,loamy,coffee,129.7,74.9,40.0,No Fertilizer Needed
27.2,52.8,42.5,clay,sorghum,88.8,129.4,40.0,DAP
23.5,81.6,46.9,black,groundnut,117.3,150.5,40.0,No Fertilizer Needed
25.8,68.5,51.0,black,mango,94.4,140.6,30.0,DAP
34.8,21.3,21.3,red,rice,120.0,46.5,60.0,DAP
26.0,65.8,20.0,loamy,pigeon peas,115.9,102.0,41.8,No Fertilizer Needed
15.7,30.4,25.4,sandy,coffee,100.0,63.5,40.0,Urea
26.2,86.8,26.4,sandy,wheat,100.0,40.0,50.0,Urea
22.7,39.0,56.8,sandy,banana,100.0,200.0,40.0,10-26-26
35.0,46.3,32.2,clay,chickpea,163.4,95.3,54.3,No Fertilizer Needed
22.0,34.4,29.0,black,chickpea,134.5,86.6,40.0,No Fertilizer Needed
25.5,31.4,20.5,alluvial,coffee,137.2,74.3,40.7,No Fertilizer Needed
15.7,89.0,50.0,black,mango,86.8,78.1,30.0,No Fertilizer Needed
10.2,76.2,30.0,clay,chickpea,178.8,158.9,40.0,No Fertilizer Needed
38.4,65.6,21.5,black,maize,122.6,172.4,41.9,No Fertilizer Needed
38.5,39.2,42.4,clay,pearl millet,106.6,80.5,30.0,No Fertilizer Needed
13.8,30.9,44.8,clay,coffee,165.9,142.8,40.0,No Fertilizer Needed
21.2,49.0,17.9,loamy,pigeon peas,57.5,107.4,42.1,No Fertilizer Needed
21.0,84.7,49.3,sandy,pigeon peas,22.3,39.2,40.0,DAP
28.7,22.0,11.3,loamy,grapes,60.0,90.1,40.0,DAP
11.4,46.4,39.9,black,sugarcane,150.0,65.0,60.0,DAP
22.6,24.6,58.4,clay,soybean,125.7,153.5,40.0,No Fertilizer Needed
35.7,76.7,10.0,sandy,chickpea,42.4,32.6,40.0,DAP
26.2,87.0,43.4,alluvial,mango,60.0,116.8,32.4,Urea
13.8,56.0,50.3,sandy,coffee,100.0,60.0,40.0,Urea
36.6,27.4,21.3,loamy,watermelon,80.0,60.0,40.0,Urea
27.7,56.2,59.4,alluvial,chickpea,71.5,71.5,46.1,No Fertilizer Needed
14.4,71.5,52.5,alluvial,grapes,118.4,98.9,42.7,No Fertilizer Needed
10.4,64.4,51.8,sandy,tomato,100.0,100.0,50.0,10-26-26
35.7,33.1,53.5,black,pearl millet,150.9,197.0,32.7,No Fertilizer Needed
17.9,50.8,47.2,red,chickpea,75.7,54.3,40.0,No Fertilizer Needed
20.2,81.0,48.6,loamy,potato,120.0,100.0,60.0,DAP
11.9,45.6,42.1,loamy,sorghum,128.8,52.0,40.0,DAP
13.6,69.9,16.3,clay,chickpea,109.9,114.7,41.4,No Fertilizer Needed
15.5,77.4,54.3,red,maize,80.0,77.4,40.0,DAP
32.0,44.8,40.0,sandy,rice,120.0,44.6,60.0,Urea
26.2,68.6,59.9,loamy,sweet potato,60.0,86.0,40.0,DAP
35.8,35.8,56.5,alluvial,beans,115.3,128.0,40.0,No Fertilizer Needed
18.4,87.1,57.4,sandy,onion,90.0,64.7,40.0,Urea
19.7,70.5,25.0,black,pearl millet,60.0,153.2,44.1,Urea
28.4,87.1,13.0,alluvial,tomato,100.0,116.0,50.0,DAP
33.6,65.2,29.5,black,soybean,69.3,72.5,48.8,No Fertilizer Needed
36.8,28.6,47.0,sandy,groundnut,63.5,41.0,40.0,DAP
32.8,20.8,15.9,loamy,pigeon peas,70.0,82.1,40.0,DAP
29.8,40.9,16.2,sandy,pearl millet,60.0,30.0,30.0,DAP
38.5,22.9,51.9,loamy,mango,65.0,66.9,32.8,No Fertilizer Needed
30.7,75.6,47.9,alluvial,potato,120.0,131.8,60.0,DAP
36.0,36.9,52.5,red,tea,120.0,80.0,40.0,Urea
13.2,73.9,52.1,alluvial,wheat,116.9,99.6,50.0,No Fertilizer Needed
30.0,37.6,27.8,black,mango,60.0,128.5,44.2,Urea
16.6,50.4,23.3,black,coffee,153.7,128.9,48.5,No Fertilizer Needed
21.3,56.3,56.3,red,tea,120.0,80.0,40.0,Urea
27.3,28.2,48.2,clay,beans,111.7,154.2,51.3,No Fertilizer Needed
31.5,22.8,42.4,black,onion,95.2,179.6,40.0,DAP
34.4,64.0,48.9,black,wheat,119.3,139.5,50.0,DAP
38.4,26.9,56.0,alluvial,rice,123.7,118.4,60.0,DAP
34.6,44.1,58.7,loamy,groundnut,64.4,40.0,40.0,10-26-26
39.7,38.4,49.7,alluvial,chickpea,65.9,91.3,41.8,No Fertilizer Needed
22.0,44.4,50.8,alluvial,mango,127.9,72.0,44.7,No Fertilizer Needed
32.2,78.5,21.4,red,tea,120.0,80.2,40.0,DAP
19.4,54.8,19.3,black,beans,89.2,158.5,40.0,No Fertilizer Needed
34.2,82.7,47.7,loamy,grapes,128.3,80.0,40.0,10-26-26
37.3,69.0,38.0,loamy,coffee,110.1,64.8,40.0,DAP
12.8,69.8,55.7,sandy,maize,80.0,30.0,40.0,Urea
20.6,29.3,29.3,red,mango,88.5,90.7,31.6,No Fertilizer Needed
27.1,25.8,60.0,red,banana,100.0,200.0,40.0,10-26-26
10.8,35.7,44.8,loamy,pigeon peas,61.7,68.0,40.3,No Fertilizer Needed
10.4,37.1,11.0,sandy,tomato,100.0,100.0,50.0,10-26-26
15.8,33.0,35.9,red,sweet potato,60.0,92.4,40.0,DAP
17.8,75.8,28.2,alluvial,watermelon,123.7,74.8,40.0,No Fertilizer Needed
26.2,25.4,44.7,loamy,soybean,70.9,87.7,40.0,No Fertilizer Needed
13.9,88.7,49.2,red,sweet potato,65.8,80.0,40.0,10-26-26
31.6,70.2,42.2,sandy,tea,120.0,80.0,40.0,Urea
23.8,50.7,39.6,clay,coffee,100.0,60.0,65.8,Urea
29.5,82.7,33.8,red,chickpea,79.2,55.4,40.0,DAP
17.6,82.8,11.4,red,groundnut,71.8,83.1,40.0,DAP
16.5,51.6,36.9,black,sugarcane,150.0,139.9,60.0,DAP
14.3,57.8,44.1,black,sorghum,82.0,145.3,40.0,DAP
13.6,88.4,40.7,red,grapes,67.3,80.9,40.0,DAP
33.2,89.3,51.8,red,soybean,33.5,80.7,40.0,No Fertilizer Needed
12.8,48.2,45.0,clay,mango,155.5,95.4,57.2,No Fertilizer Needed
35.4,32.8,25.6,sandy,pearl millet,60.0,32.3,30.0,Urea
17.8,34.0,27.6,sandy,maize,80.0,41.3,40.0,DAP
17.7,81.6,13.0,red,cotton,90.0,40.0,45.0,DAP
10.4,42.9,25.3,red,rice,120.0,56.8,60.0,DAP
15.7,63.5,19.1,sandy,maize,80.0,60.2,40.0,Urea
21.2,32.4,32.0,red,sugarcane,150.0,65.7,60.0,Urea
28.7,85.5,54.4,clay,chickpea,170.1,157.6,40.0,No Fertilizer Needed
20.5,32.6,35.9,clay,banana,184.5,200.0,43.4,10-26-26
38.1,85.0,37.4,loamy,tea,120.0,80.0,40.0,Urea
20.2,45.6,22.0,clay,sweet potato,173.4,98.0,40.0,No Fertilizer Needed
37.5,84.5,50.5,clay,grapes,185.8,146.9,52.8,No Fertilizer Needed
12.7,65.8,55.6,red,cotton,90.0,66.7,45.0,DAP
16.0,42.4,32.4,alluvial,sweet potato,64.8,80.4,47.6,No Fertilizer Needed
12.5,21.7,15.2,black,onion,107.9,104.3,40.4,No Fertilizer Needed
31.0,56.9,12.1,alluvial,banana,137.8,200.0,40.0,10-26-26
15.2,42.0,12.4,red,coffee,100.0,60.0,40.0,Urea
11.6,77.8,53.7,red,grapes,81.4,80.0,40.0,10-26-26
31.0,83.7,14.9,alluvial,grapes,138.1,106.1,45.9,No Fertilizer Needed
16.1,34.5,42.0,alluvial,maize,80.0,60.5,46.9,Urea
10.1,36.8,50.7,loamy,cotton,116.8,109.0,45.0,No Fertilizer Needed
37.5,48.1,17.8,loamy,soybean,95.9,54.4,40.0,No Fertilizer Needed
27.1,80.5,41.3,alluvial,onion,90.0,108.3,45.4,Urea
30.7,49.1,30.7,black,groundnut,78.2,173.3,51.3,No Fertilizer Needed
28.0,63.9,29.8,loamy,pearl millet,104.6,84.7,30.0,No Fertilizer Needed
29.1,28.1,55.1,clay,soybean,129.0,89.3,40.0,No Fertilizer Needed
31.5,68.7,24.2,alluvial,groundnut,73.4,65.5,44.6,No Fertilizer Needed
34.7,81.9,57.5,black,cotton,107.2,80.2,45.0,DAP
24.4,27.8,11.9,black,wheat,100.0,156.6,50.0,DAP
23.1,46.0,46.9,sandy,maize,80.0,50.8,40.0,Urea
33.1,70.7,12.2,sandy,sorghum,80.0,59.7,40.0,Urea
20.5,34.0,42.2,sandy,groundnut,38.6,40.0,40.0,DAP
15.5,33.6,42.9,sandy,maize,80.0,30.0,40.0,Urea
25.9,59.0,17.2,red,soybean,96.6,77.7,40.0,DAP
26.0,63.3,18.5,red,onion,94.5,60.0,40.0,10-26-26
17.0,46.7,38.1,alluvial,cotton,124.8,52.8,45.0,No Fertilizer Needed
11.1,58.2,11.0,alluvial,soybean,125.8,93.4,40.0,No Fertilizer Needed
30.6,47.1,55.5,loamy,watermelon,80.0,60.0,40.0,DAP
24.4,82.9,32.7,black,beans,141.3,101.7,40.0,No Fertilizer Needed
40.0,81.7,28.4,black,potato,120.0,100.0,60.0,Urea
31.3,57.9,21.3,black,chickpea,91.2,110.6,49.0,No Fertilizer Needed
36.5,52.2,32.6,black,watermelon,149.0,108.6,40.0,No Fertilizer Needed
14.0,57.1,22.3,black,pigeon peas,123.8,191.0,40.0,No Fertilizer Needed
20.9,52.4,53.1,red,pigeon peas,85.0,52.2,40.0,No Fertilizer Needed
24.1,58.0,32.6,sandy,watermelon,80.0,60.2,40.0,DAP
16.0,43.6,54.5,clay,onion,152.1,101.1,63.2,No Fertilizer Needed
30.8,47.0,43.3,clay,chickpea,99.9,115.9,54.6,No Fertilizer Needed
22.1,74.7,19.9,alluvial,sugarcane,150.0,120.1,60.0,Urea
19.5,85.3,40.6,black,sugarcane,150.0,154.3,60.0,Urea
10.6,84.4,53.5,clay,maize,107.8,157.3,40.0,DAP
32.3,87.1,25.4,sandy,grapes,60.0,80.0,40.0,10-26-26
20.2,32.3,25.2,black,chickpea,133.2,181.9,40.0,No Fertilizer Needed
13.6,83.7,30.5,black,potato,120.0,157.5,60.0,DAP
35.4,37.5,15.7,alluvial,groundnut,137.7,50.7,46.4,No Fertilizer Needed
36.4,53.1,33.8,sandy,wheat,100.0,65.4,50.0,DAP
27.5,32.7,54.7,black,grapes,150.9,139.5,53.0,No Fertilizer Needed
36.6,24.8,16.7,clay,mango,103.5,69.3,38.7,No Fertilizer Needed
38.8,42.4,45.6,sandy,pigeon peas,63.7,48.1,40.0,DAP
28.7,61.3,59.6,clay,pearl millet,112.3,110.3,32.4,No Fertilizer Needed
24.7,83.4,12.6,clay,sorghum,95.2,103.0,40.0,DAP
11.2,72.5,48.0,loamy,onion,90.0,76.3,40.0,DAP
10.3,60.2,25.1,red,sugarcane,150.0,60.0,60.0,Urea
30.9,43.5,50.2,loamy,pigeon peas,118.8,65.5,40.0,No Fertilizer Needed
38.3,70.3,37.6,sandy,mango,60.0,62.1,30.0,DAP
34.2,83.9,53.1,clay,pigeon peas,183.9,67.0,40.0,No Fertilizer Needed
12.2,46.1,17.7,sandy,cotton,90.0,59.9,45.0,DAP
10.4,76.5,53.5,alluvial,rice,120.0,98.4,60.0,DAP
36.2,75.0,15.3,alluvial,chickpea,57.4,60.0,40.0,No Fertilizer Needed
12.8,86.6,10.2,sandy,maize,80.0,30.0,40.0,DAP
19.6,57.1,33.8,black,maize,80.0,144.7,54.5,Urea
18.6,67.3,53.3,black,potato,120.0,100.0,60.0,Urea
17.9,81.5,38.8,sandy,potato,120.0,100.0,60.0,Urea
35.5,72.9,21.4,sandy,tomato,100.0,100.0,50.0,10-26-26
29.2,35.3,22.5,red,onion,90.0,60.0,40.0,10-26-26
18.4,31.3,13.1,loamy,pigeon peas,86.5,39.5,41.1,No Fertilizer Needed
30.2,82.9,32.3,clay,onion,194.9,88.3,51.4,No Fertilizer Needed
30.4,67.5,13.3,alluvial,grapes,71.1,82.6,44.1,No Fertilizer Needed
25.0,73.4,25.7,loamy,pearl millet,131.9,79.0,30.0,No Fertilizer Needed
20.6,52.5,33.1,alluvial,wheat,135.5,129.5,50.0,No Fertilizer Needed
23.6,29.9,47.5,black,chickpea,93.1,81.8,40.0,No Fertilizer Needed
39.7,64.3,30.0,black,mango,60.0,152.3,47.2,Urea
27.8,32.9,14.7,sandy,potato,120.0,100.0,60.0,Urea
21.8,41.2,57.8,black,rice,120.0,128.7,60.0,DAP
23.1,79.6,34.4,black,pearl millet,118.9,77.3,30.8,No Fertilizer Needed
24.3,40.3,21.8,alluvial,mango,137.5,79.5,42.9,No Fertilizer Needed
28.9,43.7,25.5,loamy,rice,120.0,79.9,60.0,DAP
20.2,46.1,44.4,loamy,sorghum,80.0,70.5,40.0,Urea
21.1,37.2,57.2,black,rice,121.3,184.8,60.0,DAP
33.6,58.8,38.9,black,beans,83.8,80.2,40.0,No Fertilizer Needed
27.2,83.8,45.4,alluvial,mango,104.9,64.4,43.2,No Fertilizer Needed
36.7,41.9,54.0,black,coffee,100.0,106.4,40.0,DAP
23.9,83.0,57.4,black,sorghum,125.4,115.6,40.0,DAP
31.4,45.5,48.9,loamy,tomato,100.0,100.0,50.0,10-26-26
24.5,30.2,23.6,red,grapes,60.0,80.0,40.0,10-26-26
34.7,65.2,57.9,sandy,sweet potato,60.0,80.0,40.0,DAP
34.0,39.8,49.5,red,tomato,100.0,100.0,50.0,10-26-26
14.3,21.8,42.6,sandy,groundnut,55.3,41.9,40.0,DAP
28.8,58.9,39.7,black,sugarcane,150.0,99.9,60.0,DAP
31.2,51.7,18.1,sandy,groundnut,26.8,40.0,40.0,10-26-26
24.3,29.9,51.6,red,mango,60.0,60.8,30.0,DAP
15.3,62.9,48.0,black,mango,116.6,165.1,30.0,No Fertilizer Needed
11.7,70.2,16.6,red,wheat,100.0,41.7,50.0,Urea
38.2,36.5,47.7,sandy,sorghum,80.0,39.6,40.0,DAP
22.0,24.4,30.8,black,maize,131.9,137.0,43.5,No Fertilizer Needed
23.5,28.1,55.6,sandy,maize,80.0,50.0,40.0,Urea
11.6,79.0,21.3,clay,sweet potato,68.7,80.0,40.0,DAP
25.0,42.6,47.8,sandy,sugarcane,150.0,60.0,60.0,Urea
30.1,68.8,37.5,clay,pearl millet,68.4,76.0,47.5,No Fertilizer Needed
10.2,69.1,39.1,black,coffee,100.0,85.2,51.2,Urea
26.1,84.1,47.2,sandy,tomato,100.0,100.0,50.0,Urea
32.6,37.9,19.8,sandy,potato,120.0,100.0,60.0,DAP
23.4,87.7,43.6,clay,chickpea,167.0,65.2,40.0,No Fertilizer Needed
32.3,81.2,20.0,clay,watermelon,140.0,146.2,54.6,No Fertilizer Needed
36.6,77.3,28.0,sandy,pigeon peas,23.4,46.5,40.0,DAP
25.3,41.7,20.8,sandy,groundnut,29.1,43.5,40.0,DAP
19.8,88.9,40.1,alluvial,watermelon,80.0,92.5,40.0,Urea
35.7,37.4,40.8,alluvial,banana,131.7,200.0,44.5,10-26-26
37.9,41.2,29.1,loamy,rice,120.0,40.0,60.0,DAP
15.7,49.6,53.8,alluvial,tomato,100.0,100.0,50.0,10-26-26
19.1,38.4,56.5,clay,wheat,182.8,75.5,57.0,No Fertilizer Needed
38.6,75.5,54.0,alluvial,beans,136.4,52.1,40.0,No Fertilizer Needed
36.1,60.6,37.9,black,soybean,77.4,127.8,43.9,No Fertilizer Needed
12.0,67.5,11.5,sandy,sugarcane,150.0,60.0,60.0,Urea
36.9,66.0,58.0,red,rice,120.0,80.0,60.0,DAP
10.7,39.0,53.6,loamy,tomato,100.0,100.0,50.0,10-26-26
36.2,78.5,31.8,clay,beans,191.5,78.5,43.0,No Fertilizer Needed
20.9,61.9,32.8,loamy,wheat,100.0,84.4,50.0,DAP
26.5,30.2,46.8,alluvial,grapes,79.3,80.0,40.0,DAP
33.0,30.3,43.6,loamy,chickpea,122.0,65.6,40.0,No Fertilizer Needed
28.1,81.9,26.6,clay,onion,111.4,137.3,42.0,No Fertilizer Needed
36.7,44.0,55.9,sandy,pigeon peas,65.2,36.4,40.0,DAP
14.8,75.9,17.0,alluvial,beans,125.1,104.4,40.0,No Fertilizer Needed
36.4,89.3,37.2,black,maize,103.6,97.4,40.0,No Fertilizer Needed
38.3,71.8,44.2,alluvial,sweet potato,122.3,80.0,40.0,No Fertilizer Needed
38.1,56.6,51.0,red,grapes,60.0,80.0,40.0,10-26-26
29.2,51.8,51.7,sandy,cotton,90.0,40.0,45.0,DAP
24.9,84.1,44.7,clay,sorghum,104.4,86.6,55.0,No Fertilizer Needed
29.1,86.6,19.6,red,tomato,100.0,100.0,50.0,Urea
12.0,51.7,15.9,clay,pigeon peas,190.6,53.7,50.8,No Fertilizer Needed
20.3,46.2,25.2,loamy,tea,120.0,82.6,41.6,Urea
30.4,88.4,35.0,clay,coffee,110.5,105.8,40.0,DAP
33.1,49.6,39.4,red,watermelon,90.9,77.7,40.0,No Fertilizer Needed
11.2,54.1,55.3,black,rice,120.0,74.2,60.0,DAP
23.6,72.4,22.1,clay,beans,195.8,87.4,40.0,No Fertilizer Needed
28.4,26.6,44.2,sandy,chickpea,47.7,30.0,40.0,10-26-26
12.1,32.7,23.7,black,sorghum,108.3,135.3,47.5,No Fertilizer Needed
27.6,68.9,34.6,loamy,wheat,123.2,47.2,50.0,DAP
19.9,27.7,17.7,red,banana,100.0,200.0,40.0,10-26-26
33.3,76.5,55.3,black,rice,130.1,87.7,60.0,DAP
27.5,54.5,45.7,alluvial,mango,124.3,52.4,47.7,No Fertilizer Needed
14.0,88.5,40.3,sandy,potato,120.0,100.0,60.0,Urea
31.3,82.8,28.4,clay,onion,136.4,60.0,40.0,No Fertilizer Needed
31.1,24.7,14.4,red,onion,90.8,63.5,40.0,DAP
37.2,81.3,16.1,sandy,sorghum,80.0,50.9,40.0,Urea
39.9,46.1,23.2,alluvial,chickpea,52.0,58.7,42.4,No Fertilizer Needed
26.8,36.3,17.4,clay,onion,90.0,60.0,52.6,Urea
33.6,27.9,43.3,red,wheat,100.0,90.9,50.0,DAP
37.6,80.2,50.1,loamy,sugarcane,150.0,70.9,60.0,Urea
21.6,64.3,37.1,sandy,cotton,90.0,40.0,45.0,DAP
35.8,24.8,35.7,sandy,sorghum,80.0,32.1,40.0,DAP
20.9,35.8,23.1,alluvial,onion,90.0,120.4,40.0,Urea
15.8,70.9,28.7,clay,watermelon,123.7,77.8,58.6,No Fertilizer Needed
28.4,75.3,54.4,black,sugarcane,150.0,84.2,60.0,Urea
18.6,74.1,31.6,red,tea,120.0,80.0,40.0,Urea
11.2,39.4,24.0,alluvial,sugarcane,150.0,72.7,60.0,Urea
19.8,41.6,57.4,red,sweet potato,66.0,90.3,40.0,DAP
26.8,67.8,40.0,alluvial,coffee,122.1,72.3,40.0,DAP
26.0,63.1,13.1,loamy,pearl millet,98.6,100.6,42.0,No Fertilizer Needed
16.8,84.9,26.2,red,tea,120.0,97.1,40.0,Urea
25.5,48.8,23.2,loamy,tomato,100.0,100.0,50.0,DAP
18.9,68.1,28.1,alluvial,sugarcane,150.0,113.8,60.0,DAP
15.2,70.7,53.8,red,coffee,100.0,84.8,40.0,DAP
36.6,76.7,28.7,sandy,mango,60.0,63.0,30.0,Urea
20.2,37.8,13.6,red,chickpea,39.9,68.7,40.0,DAP
